강원도	755162	1520012	17384
경기도	5910963	13213941	360412
경상남도	1516883	3223322	63148
경상북도	1286286	2553966	51100
광주광역시	652050	1411922	20934
대구광역시	1072018	2340505	27230
대전광역시	672491	1429310	17292
부산광역시	1559462	3284406	39420
서울특별시	4472975	9224199	226569
세종특별자치시	158798	377041	4884
울산광역시	486060	1095364	16827
인천광역시	1319683	2893733	66364
전라남도	908581	1787802	32656
전라북도	855440	1742265	30331
제주특별자치도	311272	657709	20717
충청남도	1015515	2057691	62578
충청북도	771190	1559579	36045

